Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Mean R2 of fits,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1
1329,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Abramis brama,,,Metazoan,Invertebrate,Crustacean,Branchiopod,Spiny water flea,Bythotrephes longimanus,ovigerous,,Mean,N,24,20,,1,,2.00E+04,8.59E+03,Original species length,2,2.13E-01,Original species length,1,m^3 per pred per day,0.84,5.08E+00,4.06E+00,6.49E+00,2.65E-05,2.26E-05,2.96E-05,
1330,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Abramis brama,,,Metazoan,Invertebrate,Crustacean,Branchiopod,Water flea,Leptodora kindtii,ovigerous,,Mean,N,24,20,,1,,2.00E+04,8.59E+03,Original species length,2,8.24E-01,Original species length,1,m^3 per pred per day,0.73,2.25E+00,1.64E+00,3.23E+00,4.28E-05,2.76E-05,5.68E-05,
1331,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Rutilus rutilus,,,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops,Cyclops spp.,ovigerous,,Mean,N,24,20,,1,,2.00E+04,6.99E+03,Original species length,4,9.65E-02,Original species length,1,m^3 per pred per day,0.8,2.27E+00,1.78E+00,2.96E+00,3.57E-05,2.25E-05,4.58E-05,
1332,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Rutilus rutilus,,,Metazoan,Invertebrate,Crustacean,Branchiopod,Spiny water flea,Bythotrephes longimanus,ovigerous,,Mean,N,24,20,,1,,2.00E+04,6.99E+03,Original species length,4,2.13E-01,Original species length,1,m^3 per pred per day,0.77,5.80E+00,4.72E+00,7.18E+00,3.01E-05,2.60E-05,3.35E-05,
1333,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Scardinius erythrophthalmus,,,Metazoan,Invertebrate,Crustacean,Branchiopod,Spiny water flea,Bythotrephes longimanus,ovigerous,,Mean,N,24,20,,1,,2.00E+04,7.30E+03,Original species length,3,2.13E-01,Original species length,1,m^3 per pred per day,0.84,2.42E+00,1.81E+00,3.07E+00,2.89E-05,1.54E-05,3.79E-05,
1334,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Large,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,1.15E+00,Original species length,3,m^3 per pred per day,0.13,1.74E+02,7.16E+01,7.73E+02,4.70E-05,3.92E-05,5.35E-05,no cadmium
1335,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Large,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,1.15E+00,Original species length,3,m^3 per pred per day,0.21,9.03E+01,4.22E+01,2.62E+02,5.23E-05,4.48E-05,6.16E-05,30 ?g Cd/L
1336,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Large,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,1.15E+00,Original species length,3,m^3 per pred per day,0.38,4.73E+01,1.95E+01,1.01E+02,4.94E-05,3.87E-05,5.94E-05,60 ?g Cd/L
1337,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Large,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,1.15E+00,Original species length,3,m^3 per pred per day,0.23,9.65E+01,4.20E+01,3.00E+02,4.74E-05,3.97E-05,5.64E-05,120 ?g Cd/L
1338,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Large,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,1.15E+00,Original species length,3,m^3 per pred per day,0.07,2.22E+02,1.05E+02,6.52E+02,6.34E-05,5.42E-05,7.16E-05,240 ?g Cd/L
1339,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Medium,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,2.96E-01,Original species length,2,m^3 per pred per day,0.57,9.97E+01,6.39E+01,1.48E+02,1.97E-05,1.70E-05,2.29E-05,no cadmium
1340,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Medium,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,2.96E-01,Original species length,2,m^3 per pred per day,0.68,4.00E+01,2.44E+01,6.79E+01,2.04E-05,1.68E-05,2.44E-05,30 ?g Cd/L
1341,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Medium,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,2.96E-01,Original species length,2,m^3 per pred per day,0.51,9.65E+01,6.22E+01,1.46E+02,2.45E-05,2.14E-05,2.78E-05,60 ?g Cd/L
1342,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Medium,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,2.96E-01,Original species length,2,m^3 per pred per day,0.6,5.42E+01,3.26E+01,9.05E+01,2.80E-05,2.34E-05,3.23E-05,120 ?g Cd/L
1343,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Medium,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,2.96E-01,Original species length,2,m^3 per pred per day,0.65,6.10E+01,3.93E+01,1.09E+02,2.09E-05,1.75E-05,2.42E-05,240 ?g Cd/L
1344,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Small,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,6.57E-02,Original species length,1,m^3 per pred per day,0.72,4.96E+01,3.13E+01,8.24E+01,1.71E-05,1.41E-05,2.09E-05,no cadmium
1345,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Small,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,6.57E-02,Original species length,1,m^3 per pred per day,0.68,4.05E+01,2.63E+01,7.11E+01,2.53E-05,2.07E-05,3.01E-05,30 ?g Cd/L
1346,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Small,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,6.57E-02,Original species length,1,m^3 per pred per day,0.75,2.00E+01,1.28E+01,2.89E+01,2.30E-05,1.76E-05,2.86E-05,60 ?g Cd/L
1347,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Small,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,6.57E-02,Original species length,1,m^3 per pred per day,0.78,1.87E+01,1.30E+01,2.76E+01,2.05E-05,1.65E-05,2.63E-05,120 ?g Cd/L
1348,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex and D. magna,Small,2,Mean,N,18,23.7,,1,,2.40E+04,5.63E+02,Original species length,15,6.57E-02,Original species length,1,m^3 per pred per day,0.73,3.53E+01,2.25E+01,6.07E+01,2.24E-05,1.80E-05,2.72E-05,240 ?g Cd/L
1349,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? A,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,18,21.5,,1,,6.00E+04,2.81E+03,Original species length,14,3.53E-01,Average species mass,16,m^3 per pred per day,0.21,9.42E+01,5.39E+01,1.50E+02,2.17E-05,1.84E-05,2.55E-05,5 ?g Cu/L
1350,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? A,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,18,21.5,,1,,6.00E+04,2.81E+03,Original species length,14,3.53E-01,Average species mass,16,m^3 per pred per day,0.2,5.19E+00,1.61E+00,1.15E+01,3.76E-05,1.42E-05,4.78E-05,31 ?g Cu/L
1351,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? A,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,18,21.5,,1,,6.00E+04,2.81E+03,Original species length,14,3.53E-01,Average species mass,16,m^3 per pred per day,0.27,1.29E+01,8.60E+00,1.86E+01,2.62E-05,2.20E-05,3.01E-05,180 ?g Cu/L
1352,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? A,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,18,21.5,,1,,6.00E+04,2.81E+03,Original species length,14,3.53E-01,Average species mass,16,m^3 per pred per day,0.13,1.11E+01,7.92E+00,1.80E+01,5.67E-05,4.95E-05,6.55E-05,1710 ?g Cu/L
1353,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? B,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,,2,Mean,N,18,21.5,,1,,6.00E+04,1.62E+03,Original species length,13,8.16E-01,Average species mass,22,m^3 per pred per day,0.24,8.50E+01,4.92E+01,1.43E+02,1.70E-05,1.37E-05,2.02E-05,5 ?g Cu/L
1354,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? B,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,,2,Mean,N,18,21.5,,1,,6.00E+04,1.62E+03,Original species length,13,8.16E-01,Average species mass,22,m^3 per pred per day,0.27,7.03E+01,4.71E+01,1.14E+02,1.86E-05,1.57E-05,2.18E-05,31 ?g Cu/L
1355,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? B,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,,2,Mean,N,18,21.5,,1,,6.00E+04,1.62E+03,Original species length,13,8.16E-01,Average species mass,22,m^3 per pred per day,0.36,3.14E+01,2.07E+01,4.97E+01,1.48E-05,1.13E-05,1.87E-05,180 ?g Cu/L
1356,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? B,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,,2,Mean,N,18,21.5,,1,,6.00E+04,1.62E+03,Original species length,13,8.16E-01,Average species mass,22,m^3 per pred per day,0.21,7.80E+01,5.39E+01,1.13E+02,3.02E-05,2.57E-05,3.55E-05,1710 ?g Cu/L
1357,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? C,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.23E+03,Original species length,12,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.08,3.03E+00,1.51E+00,6.09E+00,2.69E-04,2.03E-04,3.20E-04,5 ?g Cu/L
1358,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? C,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.23E+03,Original species length,12,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.12,1.12E+00,7.12E-01,2.65E+00,2.95E-04,2.10E-04,3.94E-04,31 ?g Cu/L
1359,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? C,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.23E+03,Original species length,12,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.05,2.44E+00,1.51E+00,5.77E+00,4.05E-04,3.36E-04,4.79E-04,180 ?g Cu/L
1360,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? C,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.23E+03,Original species length,12,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.05,9.93E-01,5.67E-01,2.00E+00,6.96E-04,5.44E-04,8.39E-04,1710 ?g Cu/L
1361,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? D,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,,Mean,N,18,21.5,,1,,6.00E+04,2.27E+03,Original species length,11,3.32E+01,Original genus length,2,m^3 per pred per day,0.04,3.34E+00,2.08E+00,4.87E+00,4.07E-04,3.57E-04,4.76E-04,5 ?g Cu/L
1362,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? D,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,,Mean,N,18,21.5,,1,,6.00E+04,2.27E+03,Original species length,11,3.32E+01,Original genus length,2,m^3 per pred per day,0.1,8.83E-01,5.33E-01,1.64E+00,4.73E-04,3.04E-04,6.28E-04,31 ?g Cu/L
1363,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? D,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,,Mean,N,18,21.5,,1,,6.00E+04,2.27E+03,Original species length,11,3.32E+01,Original genus length,2,m^3 per pred per day,0.37,1.51E-01,1.29E-01,1.78E-01,9.11E-11,2.72E-11,6.17E-09,180 ?g Cu/L
1364,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? E,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,2.17E+03,Original species length,10,1.05E+02,Original genus length,1,m^3 per pred per day,0.27,1.99E+00,1.06E+00,2.87E+00,7.56E-04,5.70E-04,9.00E-04,5 ?g Cu/L
1365,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? E,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,2.17E+03,Original species length,10,1.05E+02,Original genus length,1,m^3 per pred per day,0.03,1.20E+01,2.62E+00,4.84E+01,1.52E-03,1.24E-03,1.83E-03,31 ?g Cu/L
1366,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? E,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,2.17E+03,Original species length,10,1.05E+02,Original genus length,1,m^3 per pred per day,0.16,1.78E+00,1.21E+00,2.78E+00,1.26E-03,1.06E-03,1.45E-03,180 ?g Cu/L
1367,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? E,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,2.17E+03,Original species length,10,1.05E+02,Original genus length,1,m^3 per pred per day,0.1,8.62E-01,6.28E-01,1.37E+00,2.86E-03,2.33E-03,3.37E-03,1710 ?g Cu/L
1368,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? F,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,18,21.5,,1,,6.00E+04,2.45E+03,Original species length,9,3.53E-01,Average species mass,16,m^3 per pred per day,0.06,1.99E+01,1.08E+01,5.72E+01,6.23E-05,5.32E-05,7.15E-05,Cu Treated Prey/5 ?g Cu/L
1369,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? F,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,2,Mean,N,18,21.5,,1,,6.00E+04,2.45E+03,Original species length,9,3.53E-01,Average species mass,16,m^3 per pred per day,0.01,9.20E+01,3.11E+01,3.10E+02,6.64E-05,5.89E-05,7.54E-05,Cu Treated Prey/31 ?g Cu/L
1370,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? G,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,,2,Mean,N,18,21.5,,1,,6.00E+04,3.24E+03,Original species length,8,8.16E-01,Average species mass,22,m^3 per pred per day,0.32,1.96E+01,1.32E+01,3.21E+01,3.30E-05,2.67E-05,4.06E-05,Cu Treated Prey/5 ?g Cu/L
1371,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? G,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,,2,Mean,N,18,21.5,,1,,6.00E+04,3.24E+03,Original species length,8,8.16E-01,Average species mass,22,m^3 per pred per day,0.35,1.52E+01,1.01E+01,2.45E+01,5.17E-05,4.36E-05,6.37E-05,Cu Treated Prey/31 ?g Cu/L
1372,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? H,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.27E+03,Original species length,7,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.05,3.02E+00,1.54E+00,9.43E+00,3.47E-04,2.74E-04,4.12E-04,Cu Treated Prey/5 ?g Cu/L
1373,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? H,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.27E+03,Original species length,7,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.02,3.82E+00,1.31E+00,2.80E+01,4.47E-04,3.49E-04,5.28E-04,Cu Treated Prey/31 ?g Cu/L
1374,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? H,,Metazoan,Invertebrate,Crustacean,Amphipod,Amphipod,Hyalella azteca,,,Mean,N,18,21.5,,1,,6.00E+04,1.27E+03,Original species length,7,1.00E+00,Alternate species mass,1,m^3 per pred per day,0.18,1.17E+00,7.67E-01,1.85E+00,2.45E-04,1.68E-04,3.06E-04,Cu Treated Prey/180 ?g Cu/L
1375,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? I,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,,Mean,N,18,21.5,,1,,6.00E+04,3.34E+03,Original species length,6,3.32E+01,Original genus length,2,m^3 per pred per day,0.04,1.54E+00,7.38E-01,5.17E+00,6.08E-04,4.35E-04,7.39E-04,Cu Treated Prey/5 ?g Cu/L
1376,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? I,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,,Mean,N,18,21.5,,1,,6.00E+04,3.34E+03,Original species length,6,3.32E+01,Original genus length,2,m^3 per pred per day,0.17,1.61E-01,1.29E-01,4.64E-01,1.45E-04,7.75E-11,8.86E-04,Cu Treated Prey/31 ?g Cu/L
1377,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? I,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,,Mean,N,18,21.5,,1,,6.00E+04,3.34E+03,Original species length,6,3.32E+01,Original genus length,2,m^3 per pred per day,0.02,1.32E+00,7.19E-01,2.77E+00,9.68E-04,7.83E-04,1.15E-03,Cu Treated Prey/180 ?g Cu/L
1378,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? J,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,1.96E+03,Original species length,5,1.05E+02,Original genus length,1,m^3 per pred per day,0.01,1.28E+01,3.93E+00,2.28E+01,2.13E-03,1.83E-03,2.44E-03,Cu Treated Prey/5 ?g Cu/L
1379,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? J,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,1.96E+03,Original species length,5,1.05E+02,Original genus length,1,m^3 per pred per day,0.07,1.08E+00,6.05E-01,2.55E+00,2.89E-03,2.27E-03,3.52E-03,Cu Treated Prey/31 ?g Cu/L
1380,Sandheinrich and Atchison 1989 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Adult? J,,Metazoan,Invertebrate,Insect,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,,Mean,N,18,21.5,,1,,6.00E+04,1.96E+03,Original species length,5,1.05E+02,Original genus length,1,m^3 per pred per day,0.3,1.66E-01,1.33E-01,2.10E-01,1.15E-10,5.37E-11,2.02E-10,Cu Treated Prey/180 ?g Cu/L
1381,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Anchoa mitchilli,Larva A,,Metazoan,Invertebrate,Crustacean,Copepod,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,,Mean,N,,26,,12,,1.00E+04,2.00E-02,Original species mass,3,3.00E-04,Original species mass,1,m^3 per pred per day,0.93,1.29E-03,1.04E-03,1.60E-03,9.50E-04,5.16E-04,1.45E-03,
